id,code,description,city,city_eng,street,area,zip,building,latitude,longitude,count
436,WRO33M,Na osiedlu. przy klatce numer 12,Wrocław,wroclaw,Wileńska,dolnośląskie,52-113,12,51.06623,17.08105,0
437,WRO33N,Fryzjer dla psów La Pompon,Wrocław,wroclaw,Królewska,dolnośląskie,51-210,40,51.1599,17.1334,0
438,WRO34A,Przy sklepie Społem Południe,Wrocław,wroclaw,Jemiołowa,dolnośląskie,53-447,50/54,51.09545,17.00896,0
439,WRO34N,Parking między budynkami G i H,Wrocław,wroclaw,Legnicka,dolnośląskie,54-202,48,51.11678,16.9974,0
440,WRO35A,Przy myjni bezdotykowej,Wrocław,wroclaw,Mysłowicka,dolnośląskie,51-506,47,51.1099,17.13804,0
441,WRO35M,Market Dino,Wrocław,wroclaw,Poświęcka,dolnośląskie,51-128,9,51.15649,17.03267,0
442,WRO35N,Po prawej stronie sklepu Lewiatan,Wrocław,wroclaw,Bacciarellego,dolnośląskie,51-663,6,51.1057,17.11148,0
443,WRO36A,Po prawej stronie od wejścia do Sklepu Monopolowego Stalowa 70,Wrocław,wroclaw,Stalowa,dolnośląskie,53-425,70,51.1009,17.0003,0
444,WRO36M,Market Dino,Wrocław,wroclaw,Krzywoustego,dolnośląskie,51-166,30,51.13806,17.07263,0
445,WRO36N,Stacja paliw AMIC ENERGY,Wrocław,wroclaw,Sycowska,dolnośląskie,51-319,70,51.14653,17.10603,0
446,WRO37A,Przy sklepie Żabka po prawej stronie od wejścia,Wrocław,wroclaw,Semaforowa,dolnośląskie,52-115,26,51.0606,17.0798,0
447,WRO37M,Na parkingu za galerią N-park,Wrocław,wroclaw,Maślicka,dolnośląskie,54-104,216,51.15559,16.92046,0
448,WRO37N,Przy wjeździe na teren prywatnej posesji,Wrocław,wroclaw,Swojczycka,dolnośląskie,51-502,82,51.11363,17.12156,0
449,WRO38A,Po prawej stronie parkingu przy budynku firmy Artel,Wrocław,wroclaw,Nenckiego,dolnośląskie,52-212,138,51.05615,17.02445,0
450,WRO38M,Przy Pasażu Grunwaldzkim,Wrocław,wroclaw,Plac Grunwaldzki,dolnośląskie,50-363,22,51.11354,17.0597,0
451,WRO38N,Przy sklepie Netto. niedaleko wjazdu na parking,Wrocław,wroclaw,Nowodworska,dolnośląskie,54-433,17A,51.11516,16.9656,0
452,WRO39A,Przy sklepie zoologicznym AnimaleSano (od ul. Inżynierskiej).,Wrocław,wroclaw,Grabiszyńska,dolnośląskie,53-235,238-240,51.09408,16.98156,0
453,WRO39M,Na parkingu Aquaparku,Wrocław,wroclaw,Borowska,dolnośląskie,50-529,99,51.0897,17.03285,0
454,WRO40A,Po prawej stronie od wejścia do sklepu Żabka,Wrocław,wroclaw,Górnicza,dolnośląskie,54-136,51A,51.1369,16.9581,0
455,WRO40M,Przy sklepie Żabka,Wrocław,wroclaw,Redycka,dolnośląskie,51-169,8,51.14944,17.07394,0
456,WRO40N,Na stacji paliw,Wrocław,wroclaw,Krzemieniecka,dolnośląskie,54-613,46A,51.0955,16.9621,0
457,WRO41A,Przy sklepie Aldi,Wrocław,wroclaw,Kościuszki,dolnośląskie,50-440,133A,51.09894,17.04793,0
458,WRO41M,Przy sklepie Aldi,Wrocław,wroclaw,Średzka,dolnośląskie,54-001,41,51.1455,16.86599,0
459,WRO41N,Przy stacji Circle K,Wrocław,wroclaw,al. Karkonoska,dolnośląskie,53-015,52,51.0625,17.00134,0
460,WRO42M,Na terenie Spółdzielni Mieszkaniowej im. Prusa,Wrocław,wroclaw,Reja,dolnośląskie,50-354,46,51.11776,17.05755,0
461,WRO42N,Po lewej stronie od wejścia do supermarketu Kaufland,Wrocław,wroclaw,Jana Długosza,dolnośląskie,51-162,74,51.13686,17.0671,0
462,WRO43A,Przy wjeździe do parkingu podziemnego,Wrocław,wroclaw,Sienkiewicza,dolnośląskie,50-335,22,51.11811,17.04686,0
463,WRO43M,Na terenie Spółdzielni Mieszkaniowej im. Prusa,Wrocław,wroclaw,Jaracza,dolnośląskie,50-305,40,51.12446,17.05684,0
464,WRO43N,Po prawej stronie od wejścia do sklepu Castorama,Wrocław,wroclaw,Graniczna,dolnośląskie,54-610,2,51.10578,16.94417,0
465,WRO45M,Przy Parku Handlowym (od strony ulicy Vivaldiego),Wrocław,wroclaw,Buforowa,dolnośląskie,52-131,100,51.05145,17.05911,0
466,WRO45N,Przy wejściu do supermarketu Spar,Wrocław,wroclaw,Przyjaźni,dolnośląskie,53-030,2,51.06807,17.00317,0
467,WRO46M,Przy budynku przedszkola,Wrocław,wroclaw,Rajska,dolnośląskie,54-028,69,51.14142,16.89781,0
468,WRO47M,Przed sklepem ToMa,Wrocław,wroclaw,Krzycka,dolnośląskie,53-019,1,51.07461,17.00493,0
469,WRO48M,Na terenie myjni samoobsługowej,Wrocław,wroclaw,Rumiankowa,dolnośląskie,54-512,1,51.12223,16.93134,0
470,WRO49M,Przy serwisie samochodowym,Wrocław,wroclaw,Kolista,dolnośląskie,54-152,14K,51.13364,16.97437,0
471,WRO50M,Przy sklepie Lidl,Wrocław,wroclaw,Muchoborska,dolnośląskie,54-424,17,51.11034,16.97049,0
472,WRO51M,Przy sklepie Lidl,Wrocław,wroclaw,Obornicka,dolnośląskie,51-113,68,51.13768,17.02593,0
473,WRO52M,Przy parkingu sklepu Lidl,Wrocław,wroclaw,Kępińska,dolnośląskie,51-132,1,51.14467,17.03248,0
474,WRO53M,Przy parkingu sklepu Lidl,Wrocław,wroclaw,Długosza,dolnośląskie,51-162,34,51.13411,17.06064,0
475,WRO54M,Przy sklepie Lidl,Wrocław,wroclaw,Królewiecka,dolnośląskie,54-117,27,51.14678,16.94125,0
476,WRO55M,Przy Galerii Ferio Gaj,Wrocław,wroclaw,ŚWIERADOWSKA,dolnośląskie,50-559,51/57,51.0756,17.04278,0
477,WRO56M,Przy prywatnej posesji.,Wrocław,wroclaw,Grabowa,dolnośląskie,54-115,22,51.1384,16.921,0
478,WRO57M,Na parkingu Lidla,Wrocław,wroclaw,Powstańców Śląskich,dolnośląskie,53-140,211A,51.077,17.00658,0
479,WRO58M,Przy serwisie ULDA,Wrocław,wroclaw,Kowalska,dolnośląskie,51-424,112,51.13258,17.10981,0
480,WRO59M,Po lewej stronie od wjazdu.,Wrocław,wroclaw,Średzka,dolnośląskie,54-017,40,51.1464,16.8639,0
481,WRO60M,Przy sklepie Lidl,Wrocław,wroclaw,Borowska,dolnośląskie,50-552,134,51.08275,17.03516,0
482,WRO61M,Przy sklepie Lidl,Wrocław,wroclaw,Bierutowska,dolnośląskie,51-317,4-6,51.14839,17.11725,0
483,WRO62M,Przy sklepie Lidl,Wrocław,wroclaw,Daktylowa,dolnośląskie,54-054,8,51.15499,16.89648,0
484,WRO63M,Przy sklepie Lidl,Wrocław,wroclaw,Parafialna,dolnośląskie,52-223,60,51.05978,17.02481,0
485,WRO64M,Przy sklepie Lidl,Wrocław,wroclaw,Hubska,dolnośląskie,50-502,84-86,51.08865,17.04735,0
486,WRO65M,Przy sklepie Lidl,Wrocław,wroclaw,Gubińska,dolnośląskie,54-434,4,51.11273,16.9579,0
487,WRO67M,Na terenie Spółdzielni Mieszkaniowej Huby,Wrocław,wroclaw,Ciepła,dolnośląskie,50-521,22,51.09172,17.03565,0
488,WRO68M,Przy parkingu na ulicy Modelskiego,Wrocław,wroclaw,Modelskiego,dolnośląskie,54-702,1,51.16301,16.87447,0
489,WRO69M,Naprzeciwko Apteki Silesia,Wrocław,wroclaw,Dworcowa,dolnośląskie,50-456,33,51.09961,17.03887,0
490,WRO70M,Na terenie Myjni,Wrocław,wroclaw,Międzyleska 6b,dolnośląskie,50-514,6B,51.08025,17.06856,0
491,WRO71M,Przy Myjni,Wrocław,wroclaw,Pełczyńska,dolnośląskie,51-180,113,51.1743,16.99432,0
492,WRO72M,Za sklepem Lidl,Wrocław,wroclaw,Wilanowska,dolnośląskie,51-206,4,51.15434,17.12835,0
493,WRO73M,Przy Lidlu,Wrocław,wroclaw,Braniborska,dolnośląskie,53-680,82,51.11165,17.00748,0
494,WRO74M,Na parkingu przy Lidlu,Wrocław,wroclaw,Balonowa,dolnośląskie,54-129,30,51.1221,16.9612,0
495,WRO75M,Przy Lidlu,Wrocław,wroclaw,Gagarina,dolnośląskie,54-620,21,51.0956,16.93337,0
496,WRO76M,Po lewej stronie od wejścia.,Wrocław,wroclaw,Dokerska 2a,dolnośląskie,54-142,2A,51.1378,16.9656,0
497,WRO77M,Przy Arkadach Wrocławskich,Wrocław,wroclaw,Powstańców Śląskich,dolnośląskie,53-332,2-4,51.0992,17.02758,0
498,WRO79M,Przy Circle K,Wrocław,wroclaw,Sucha,dolnośląskie,50-086,15C,51.09614,17.0397,0
499,WRO80M,Przy wejściu do Sky Tower,Wrocław,wroclaw,Powstańców Śląskich,dolnośląskie,53-332,95,51.09523,17.01939,0
500,WRO81M,Przed wjazdem po prawej stronie.,Wrocław,wroclaw,Starogajowa,dolnośląskie,54-047,6,51.1437,16.8987,0
501,WRO82M,Przy siedzibie S.M. Wojewodzianka,Wrocław,wroclaw,Drukarska,dolnośląskie,53-312,38,51.08873,17.02059,0
502,WRO83M,W lini płotu. obok wjazdu na teren parkingu,Wrocław,wroclaw,Rychtalska,dolnośląskie,50-304,7,51.12899,17.04753,0
503,WRO85M,Przy wiatach,Wrocław,wroclaw,Sarnia,dolnośląskie,52-129,4,51.04961,17.05884,0
504,WRO86M,Przy parkingu firmy Dan-mark,Wrocław,wroclaw,Stabłowicka,dolnośląskie,54-062,118,51.16738,16.89862,0
505,WRO87M,Przy sklepie Aldi,Wrocław,wroclaw,Długosza,dolnośląskie,51-162,14,51.13312,17.0601,0
506,WRO88M,W uliczce pomiędzy kamienicami,Wrocław,wroclaw,Plac Teatralny,dolnośląskie,50-051,3,51.10534,17.0324,0
507,WRO89M,Przy wjeździe na parking TBS,Wrocław,wroclaw,Afgańska,dolnośląskie,52-117,3,51.06209,17.08242,0
508,WRO90M,Przy firmie Future World,Wrocław,wroclaw,Ożynowa,dolnośląskie,53-009,51B,51.06509,17.01099,0
509,WRO911,Market Dino,Wrocław,wroclaw,Zielińskiego,dolnośląskie,53-534,22A,51.0997,17.02386,0
510,WRO91M,Przy przystanku autobusowym. obok wjazdu na teren UEW,Wrocław,wroclaw,Kamienna,dolnośląskie,53-307,61/63,51.08946,17.02713,0
511,WRO92M,Obok budynku "E" Uniwersytetu Ekonomicznego. od strony ul. Komandorskiej,Wrocław,wroclaw,Komandorska,dolnośląskie,53-345,118/120,51.09149,17.02485,0
512,WRO93M,Przy sklepie odzieżowym.,Wrocław,wroclaw,Hubska,dolnośląskie,50-502,80,51.08933,17.04531,0
513,WRO94M,Przy budynku od ulicy Pięknej,Wrocław,wroclaw,Piękna,dolnośląskie,50-506,56,51.08528,17.05667,0
514,WRO95M,Przy budynku mieszkaniowym,Wrocław,wroclaw,Wielka,dolnośląskie,50-529,33,51.09283,17.02136,0
515,WRO96M,Z tyłu budynku,Wrocław,wroclaw,Brzoskwiniowa,dolnośląskie,50-539,8,51.08088,17.03851,0
516,WRO97M,Przy wjeździe,Wrocław,wroclaw,Pęgowska,dolnośląskie,51-180,6,51.19636,16.97794,0
517,WRO986,Przy Centrum Handlowym Młyn,Wrocław,wroclaw,Krzywoustego,dolnośląskie,51-421,110,51.14081,17.08432,0
518,WRO98M,Za stacją Lotos,Wrocław,wroclaw,Aleja Karkonoska,dolnośląskie,53-015,49,51.06273,16.99796,0
519,WRO99M,Przy drodze,Wrocław,wroclaw,Opolska,dolnośląskie,52-010,15E,51.07974,17.07997,0
